,Entity,Year,Percentage of Individuals using the Internet (ICT),Mobile cellular subscriptions
2780,Mauritania,2011,4.5,89.52144655
2781,Mauritania,2012,5.0,106.0413193
2782,Mauritania,2013,6.2,102.5274559
2783,Mauritius,1990,,0.20835997
2784,Mauritius,1991,,0.23399278699999998
2785,Mauritius,1992,,0.268913275
2786,Mauritius,1993,,0.36751084
2787,Mauritius,1994,,0.512193086
2788,Mauritius,1995,,1.039713789
2789,Mauritius,1996,,1.824826146
2790,Mauritius,1997,,3.681905532
2791,Mauritius,1998,,5.183908342
2792,Mauritius,1999,,8.68191259
2793,Mauritius,2000,7.28,15.188040599999999
2794,Mauritius,2001,8.78,22.83991451
2795,Mauritius,2002,10.25,28.985831199999996
2796,Mauritius,2003,12.19,38.40059593
2797,Mauritius,2004,13.69,45.31863157
2798,Mauritius,2005,15.17,54.16012507
2799,Mauritius,2006,16.7,63.49227878
2800,Mauritius,2007,20.22,76.11805478
2801,Mauritius,2008,21.81,84.46575593
2802,Mauritius,2009,22.51,88.58099786
2803,Mauritius,2010,28.33,96.76929190000001
2804,Mauritius,2011,34.95,104.7930618
2805,Mauritius,2012,35.42,119.86540349999999
2806,Mauritius,2013,39.0,123.23981859999999
2807,Mexico,1990,,0.074266061
2808,Mexico,1991,,0.183067275
2809,Mexico,1992,,0.348322481
2810,Mexico,1993,,0.421293924
2811,Mexico,1994,,0.608553991
2812,Mexico,1995,,0.721767371
2813,Mexico,1996,,1.051320868
2814,Mexico,1997,,1.758956617
2815,Mexico,1998,,3.326889843
2816,Mexico,1999,,7.556565917
2817,Mexico,2000,5.08,13.55289414
2818,Mexico,2001,7.04,20.65462731
2819,Mexico,2002,11.9,24.29476815
2820,Mexico,2003,12.9,27.85371761
2821,Mexico,2004,14.1,35.15321825
2822,Mexico,2005,17.21,42.56115672
2823,Mexico,2006,19.52,49.40875353
2824,Mexico,2007,20.81,58.62729509
2825,Mexico,2008,21.71,65.49948112
2826,Mexico,2009,26.34,71.45817512
2827,Mexico,2010,31.05,77.51826326
2828,Mexico,2011,37.18,79.24118294
2829,Mexico,2012,39.75,83.35070827
2830,Mexico,2013,43.46,85.83640136
2831,Micronesia (country),1990,,0.0
2832,Micronesia (country),1991,,0.0
2833,Micronesia (country),1992,,0.0
2834,Micronesia (country),1993,,0.0
2835,Micronesia (country),1994,,0.0
2836,Micronesia (country),1995,,0.0
2837,Micronesia (country),1996,,0.0
2838,Micronesia (country),1997,,0.0
2839,Micronesia (country),1998,,0.0
2840,Micronesia (country),1999,,0.0
2841,Micronesia (country),2000,3.73,0.0
2842,Micronesia (country),2001,4.66,0.0
2843,Micronesia (country),2002,5.57,0.093472795
2844,Micronesia (country),2003,9.23,5.494495207000001
2845,Micronesia (country),2004,11.02,11.99343186
2846,Micronesia (country),2005,11.88,13.27143637
2847,Micronesia (country),2006,12.75,17.61444278
2848,Micronesia (country),2007,13.62,26.10540739
2849,Micronesia (country),2008,14.49,26.31629313
2850,Micronesia (country),2009,15.35,26.446630699999996
2851,Micronesia (country),2010,20.0,26.55690559
2852,Micronesia (country),2011,22.8,26.68626238
2853,Micronesia (country),2012,25.97,30.18811355
2854,Micronesia (country),2013,27.8,30.31704797
2855,Moldova,1990,,0.0
2856,Moldova,1991,,0.0
2857,Moldova,1992,,0.0
2858,Moldova,1993,,0.0
2859,Moldova,1994,,0.0
2860,Moldova,1995,,0.000322649
2861,Moldova,1996,,0.02135537
2862,Moldova,1997,,0.051537045999999996
2863,Moldova,1998,,0.165808961
2864,Moldova,1999,,0.43190822799999995
2865,Moldova,2000,1.28,3.3843139239999998
2866,Moldova,2001,1.49,5.56850887
2867,Moldova,2002,3.79,8.521582045
2868,Moldova,2003,7.41,12.21462166
2869,Moldova,2004,10.63,20.55923738
2870,Moldova,2005,14.63,28.92959183
2871,Moldova,2006,19.62,36.55327717
2872,Moldova,2007,20.45,51.2664194
2873,Moldova,2008,23.39,66.64125769
2874,Moldova,2009,27.5,59.27754616
2875,Moldova,2010,32.3,71.38468703
2876,Moldova,2011,38.0,90.80797013
2877,Moldova,2012,43.37,101.98902740000001
2878,Moldova,2013,45.0,106.0114063
2879,Monaco,1990,,0.0
2880,Monaco,1991,,0.0
2881,Monaco,1992,,0.0
2882,Monaco,1993,,3.815780742
2883,Monaco,1994,,8.41139927
2884,Monaco,1995,,9.788273616
2885,Monaco,1996,,17.43566562
2886,Monaco,1997,,23.04589975
2887,Monaco,1998,,36.40574928
2888,Monaco,1999,,41.138543799999994
2889,Monaco,2000,42.18,43.4119884
2890,Monaco,2001,46.65,44.18834579
2891,Monaco,2002,48.05,45.55171041
2892,Monaco,2003,49.49,45.74435817
2893,Monaco,2004,52.49,47.23205182
2894,Monaco,2005,55.46,50.8489115
2895,Monaco,2006,61.48,53.26602462
2896,Monaco,2007,64.38,58.26407334
2897,Monaco,2008,67.25,61.64882587
2898,Monaco,2009,70.1,63.33645426
2899,Monaco,2010,75.0,63.54729271
2900,Monaco,2011,80.3,85.3144038
2901,Monaco,2012,87.0,88.33390990000001
2902,Monaco,2013,90.7,93.74322645
2903,Mongolia,1990,,0.0
2904,Mongolia,1991,,0.0
2905,Mongolia,1992,,0.0
2906,Mongolia,1993,,0.0
2907,Mongolia,1994,,0.0
2908,Mongolia,1995,,0.0
2909,Mongolia,1996,,0.038850072
2910,Mongolia,1997,,0.08562659199999999
2911,Mongolia,1998,,0.383423798
2912,Mongolia,1999,,1.4545090330000001
2913,Mongolia,2000,1.26,6.448456354
2914,Mongolia,2001,1.65,8.058953518
2915,Mongolia,2002,2.04,8.840752266
2916,Mongolia,2003,,12.92233031
2917,Mongolia,2004,,17.1735741
2918,Mongolia,2005,,22.05448482
2919,Mongolia,2006,,30.27549174
2920,Mongolia,2007,9.0,46.03282072
2921,Mongolia,2008,9.8,66.96882523
2922,Mongolia,2009,10.0,84.16299837
2923,Mongolia,2010,10.2,92.54376943
2924,Mongolia,2011,12.5,106.82969229999999
2925,Mongolia,2012,16.4,120.6945936
2926,Mongolia,2013,20.0,124.1841263
2927,Montenegro,2004,25.35,78.70336929
2928,Montenegro,2005,27.1,88.21084083
2929,Montenegro,2006,28.9,104.3490032
2930,Montenegro,2007,30.8,145.678213
2931,Montenegro,2008,32.9,187.1872419
2932,Montenegro,2009,35.1,208.9361132
2933,Montenegro,2010,37.5,188.6859395
2934,Montenegro,2011,35.61,186.7595594
2935,Montenegro,2012,56.84,159.539416
2936,Montenegro,2013,60.31,159.9499825
2937,Morocco,1990,,0.0036636309999999997
2938,Morocco,1991,,0.005969421
2939,Morocco,1992,,0.012581316
2940,Morocco,1993,,0.025865041000000002
2941,Morocco,1994,,0.05220786
2942,Morocco,1995,,0.109979867
2943,Morocco,1996,,0.157659667
2944,Morocco,1997,,0.26951047699999997
2945,Morocco,1998,,0.416387264
2946,Morocco,1999,,1.30109029
2947,Morocco,2000,0.69,8.157401485
2948,Morocco,2001,1.37,16.44227749
2949,Morocco,2002,2.37,21.14761119
2950,Morocco,2003,3.35,24.87540363
2951,Morocco,2004,11.61,31.27322579
2952,Morocco,2005,15.08,41.13733424
2953,Morocco,2006,19.77,52.655633900000005
2954,Morocco,2007,21.5,65.31204171
2955,Morocco,2008,33.1,73.70564595
2956,Morocco,2009,41.3,80.92564452
2957,Morocco,2010,52.0,101.074253
2958,Morocco,2011,46.11,114.01933799999999
2959,Morocco,2012,55.42,119.9722162
2960,Morocco,2013,56.0,128.5252097
2961,Mozambique,1990,,0.0
2962,Mozambique,1991,,0.0
2963,Mozambique,1992,,0.0
2964,Mozambique,1993,,0.0
2965,Mozambique,1994,,0.0
2966,Mozambique,1995,,0.0
2967,Mozambique,1996,,0.0
2968,Mozambique,1997,,0.014780106000000001
2969,Mozambique,1998,,0.038759156
2970,Mozambique,1999,,0.068788234
2971,Mozambique,2000,0.11,0.279415996
2972,Mozambique,2001,0.16,0.812595994
2973,Mozambique,2002,0.26,1.318635599
2974,Mozambique,2003,0.42,2.192657947
2975,Mozambique,2004,0.68,3.463995267
2976,Mozambique,2005,0.85,7.158096552000001
2977,Mozambique,2006,0.84,10.83653425
2978,Mozambique,2007,0.91,13.89078923
2979,Mozambique,2008,1.56,19.3520095
2980,Mozambique,2009,2.68,25.55872869
2981,Mozambique,2010,4.17,30.14184555
2982,Mozambique,2011,4.3,31.95650185
2983,Mozambique,2012,4.85,34.93571402
2984,Mozambique,2013,5.4,48.00421557
2985,Myanmar,1990,,0.0
2986,Myanmar,1991,,0.0
2987,Myanmar,1992,,0.0
2988,Myanmar,1993,,0.001459615
2989,Myanmar,1994,,0.0042966390000000005
2990,Myanmar,1995,,0.006101938
2991,Myanmar,1996,,0.015785413
2992,Myanmar,1997,,0.018198005
2993,Myanmar,1998,,0.017996161
2994,Myanmar,1999,,0.023763903
2995,Myanmar,2000,,0.027649475
2996,Myanmar,2001,,0.04636746
2997,Myanmar,2002,,0.09740300699999999
2998,Myanmar,2003,0.02,0.134168659
2999,Myanmar,2004,0.02,0.18536679
3000,Myanmar,2005,0.07,0.256471471
3001,Myanmar,2006,0.18,0.424185551
3002,Myanmar,2007,0.22,0.48720454799999996
3003,Myanmar,2008,0.22,0.717919003
3004,Myanmar,2009,0.22,0.974001217
3005,Myanmar,2010,0.25,1.143820373
3006,Myanmar,2011,0.98,2.375550859
3007,Myanmar,2012,1.07,7.064027247
3008,Myanmar,2013,1.6,12.82858801
3009,Namibia,1990,,0.0
3010,Namibia,1991,,0.0
3011,Namibia,1992,,0.0
3012,Namibia,1993,,0.0
3013,Namibia,1994,,0.0
3014,Namibia,1995,,0.211580847
3015,Namibia,1996,,0.38960681
3016,Namibia,1997,,0.711047806
3017,Namibia,1998,,1.077515349
3018,Namibia,1999,,1.615379272
3019,Namibia,2000,1.64,4.320444183999999
3020,Namibia,2001,2.42,5.519649642
3021,Namibia,2002,2.63,7.659693112
3022,Namibia,2003,3.36,11.28946209
3023,Namibia,2004,3.8,14.28104347
3024,Namibia,2005,4.01,22.14362322
3025,Namibia,2006,4.4,29.65740203
3026,Namibia,2007,4.84,38.46157543
3027,Namibia,2008,5.33,49.83913613
3028,Namibia,2009,6.5,76.11744914
3029,Namibia,2010,11.6,89.49525165
3030,Namibia,2011,12.0,98.95730464
3031,Namibia,2012,12.94,95.01813098
3032,Namibia,2013,13.9,118.4342133
3033,Nepal,1990,,0.0
3034,Nepal,1991,,0.0
3035,Nepal,1992,,0.0
3036,Nepal,1993,,0.0
3037,Nepal,1994,,0.0
3038,Nepal,1995,,0.0
3039,Nepal,1996,,0.0
3040,Nepal,1997,,0.0
3041,Nepal,1998,,0.0
3042,Nepal,1999,,0.024239583999999998
3043,Nepal,2000,0.2,0.044107669
3044,Nepal,2001,0.24,0.07307509200000001
3045,Nepal,2002,0.31,0.09078175
3046,Nepal,2003,0.38,0.333803225
3047,Nepal,2004,0.45,0.468575643
3048,Nepal,2005,0.83,0.8987643470000001
3049,Nepal,2006,1.14,4.513927046
3050,Nepal,2007,1.41,12.5968872
3051,Nepal,2008,1.73,16.00035841
3052,Nepal,2009,1.97,21.08831049
3053,Nepal,2010,7.93,34.25298562
3054,Nepal,2011,9.0,49.17622818
3055,Nepal,2012,11.15,60.45131433
3056,Nepal,2013,13.3,76.84979601
3057,Netherlands,1990,,0.530545271
3058,Netherlands,1991,,0.767014891
3059,Netherlands,1992,,1.099260436
3060,Netherlands,1993,,1.4200437469999998
3061,Netherlands,1994,,2.095556871
3062,Netherlands,1995,,3.495460441
3063,Netherlands,1996,,6.548588399
3064,Netherlands,1997,,11.00405144
3065,Netherlands,1998,,21.36015147
3066,Netherlands,1999,,42.76652187
3067,Netherlands,2000,43.98,67.8126917
3068,Netherlands,2001,49.37,76.48800198
3069,Netherlands,2002,61.29,75.42527387
3070,Netherlands,2003,64.35,81.81527264
3071,Netherlands,2004,68.52,91.23770356
3072,Netherlands,2005,81.0,97.12774476
3073,Netherlands,2006,83.7,105.61918359999999
3074,Netherlands,2007,85.82,117.2850348
3075,Netherlands,2008,87.42,124.98036110000001
3076,Netherlands,2009,89.63,121.66328670000001
3077,Netherlands,2010,90.72,115.43015049999998
3078,Netherlands,2011,91.42,118.9791426
3079,Netherlands,2012,92.86,117.96684679999998
3080,Netherlands,2013,93.96,113.7299037
3081,New Caledonia,1990,,0.0
3082,New Caledonia,1991,,0.0
3083,New Caledonia,1992,,0.0
3084,New Caledonia,1993,,0.0
3085,New Caledonia,1994,,0.0
3086,New Caledonia,1995,,0.43600042299999997
3087,New Caledonia,1996,,1.064637997
3088,New Caledonia,1997,,2.628890485
3089,New Caledonia,1998,,6.458674882
3090,New Caledonia,1999,,12.35454885
3091,New Caledonia,2000,13.94,23.78362935
3092,New Caledonia,2001,18.24,31.74893301
3093,New Caledonia,2002,22.39,36.7444424
3094,New Caledonia,2003,26.41,43.85680479999999
3095,New Caledonia,2004,30.3,51.7322114
3096,New Caledonia,2005,32.36,58.70432068
3097,New Caledonia,2006,33.52,66.71918112
3098,New Caledonia,2007,35.05,74.75973869
3099,New Caledonia,2008,34.51,82.05939966
3100,New Caledonia,2009,33.99,86.27936079
3101,New Caledonia,2010,42.0,89.62249218
3102,New Caledonia,2011,50.0,91.00189762
3103,New Caledonia,2012,58.0,91.24844463
3104,New Caledonia,2013,66.0,93.76364544
3105,New Zealand,1990,,1.592120973
3106,New Zealand,1991,,2.098081692
3107,New Zealand,1992,,2.860303301
3108,New Zealand,1993,,4.034191314
3109,New Zealand,1994,,6.60149621
3110,New Zealand,1995,,9.931810637
3111,New Zealand,1996,,13.25678401
3112,New Zealand,1997,,15.09009147
3113,New Zealand,1998,,20.880303
3114,New Zealand,1999,,36.54351285
3115,New Zealand,2000,47.38,39.96856428
3116,New Zealand,2001,53.24,58.56429927
3117,New Zealand,2002,59.08,61.81319895
3118,New Zealand,2003,60.96,64.64038903
3119,New Zealand,2004,61.85,74.20800059
3120,New Zealand,2005,62.72,85.38703670000001
3121,New Zealand,2006,69.0,90.85476294
3122,New Zealand,2007,69.76,100.4364319
3123,New Zealand,2008,72.03,107.98969469999999
3124,New Zealand,2009,79.7,108.72227959999998
3125,New Zealand,2010,80.46,107.82631310000001
3126,New Zealand,2011,81.23,109.1999113
3127,New Zealand,2012,82.0,110.36240659999999
3128,New Zealand,2013,82.78,105.77569469999999
3129,Nicaragua,1990,,0.0
3130,Nicaragua,1991,,0.0
3131,Nicaragua,1992,,0.0
3132,Nicaragua,1993,,0.007280292
3133,Nicaragua,1994,,0.047903009
3134,Nicaragua,1995,,0.094431584
3135,Nicaragua,1996,,0.107218744
3136,Nicaragua,1997,,0.15589969
3137,Nicaragua,1998,,0.370848963
3138,Nicaragua,1999,,0.8808664429999999
3139,Nicaragua,2000,0.98,1.770151267
3140,Nicaragua,2001,1.45,3.1778831430000003
3141,Nicaragua,2002,1.71,4.520234723
3142,Nicaragua,2003,1.88,8.776169742999999
3143,Nicaragua,2004,2.32,13.71301519
3144,Nicaragua,2005,2.57,20.51941453
3145,Nicaragua,2006,2.81,33.12659154
3146,Nicaragua,2007,3.9,44.71926088
3147,Nicaragua,2008,5.3,54.83435642
3148,Nicaragua,2009,7.3,58.23387447
3149,Nicaragua,2010,10.0,68.05401524
3150,Nicaragua,2011,10.6,81.68356887
3151,Nicaragua,2012,13.5,97.66328039
3152,Nicaragua,2013,15.5,111.98017659999998
3153,Niger,1990,,0.0
3154,Niger,1991,,0.0
3155,Niger,1992,,0.0
3156,Niger,1993,,0.0
3157,Niger,1994,,0.0
3158,Niger,1995,,0.0
3159,Niger,1996,,0.0
3160,Niger,1997,,0.000994962
3161,Niger,1998,,0.013205028
3162,Niger,1999,,0.020686548
3163,Niger,2000,0.04,0.018708231000000002
3164,Niger,2001,0.11,0.018654958
3165,Niger,2002,0.13,0.48692184
3166,Niger,2003,0.16,0.672145676
3167,Niger,2004,0.19,1.356695235
3168,Niger,2005,0.22,2.456446921
3169,Niger,2006,0.29,3.5307778930000002
3170,Niger,2007,0.39,6.339238428
3171,Niger,2008,0.7,12.8758415
3172,Niger,2009,0.76,16.9836557
3173,Niger,2010,0.83,23.082192199999998
3174,Niger,2011,1.3,28.72476707
3175,Niger,2012,1.41,31.44796172
3176,Niger,2013,1.7,39.2922097
3177,Nigeria,1990,,0.0
3178,Nigeria,1991,,0.0
3179,Nigeria,1992,,0.0
3180,Nigeria,1993,,0.008773108
3181,Nigeria,1994,,0.012103698999999999
3182,Nigeria,1995,,0.011989874
3183,Nigeria,1996,,0.012593755
3184,Nigeria,1997,,0.013160263
3185,Nigeria,1998,,0.017113417
3186,Nigeria,1999,,0.02086256
3187,Nigeria,2000,0.06,0.024414712999999998
3188,Nigeria,2001,0.09,0.211468606
3189,Nigeria,2002,0.32,1.214203412
3190,Nigeria,2003,0.56,2.37606151
3191,Nigeria,2004,1.29,6.725926062
3192,Nigeria,2005,3.55,13.31581571
3193,Nigeria,2006,5.55,22.55327253
3194,Nigeria,2007,6.77,27.44502851
3195,Nigeria,2008,15.86,41.65682945
3196,Nigeria,2009,20.0,47.958408299999995
3197,Nigeria,2010,24.0,54.66094952
3198,Nigeria,2011,28.43,57.96066304
3199,Nigeria,2012,32.8,66.79811805
3200,Nigeria,2013,38.0,73.29196161
3201,North Korea,1990,,0.0
3202,North Korea,1991,,0.0
3203,North Korea,1992,,0.0
3204,North Korea,1993,,0.0
3205,North Korea,1994,,0.0
3206,North Korea,1995,,0.0
3207,North Korea,1996,,0.0
3208,North Korea,1997,,0.0
3209,North Korea,1998,,0.0
3210,North Korea,1999,,0.0
3211,North Korea,2000,,0.0
3212,North Korea,2001,,0.0
3213,North Korea,2002,,0.0
3214,North Korea,2003,,0.0
3215,North Korea,2004,,0.0
3216,North Korea,2005,,0.0
3217,North Korea,2006,,0.0
3218,North Korea,2007,,0.0
3219,North Korea,2008,,0.0
3220,North Korea,2009,,0.284184243
3221,North Korea,2010,,1.762897277
3222,North Korea,2011,,4.05987652
3223,North Korea,2012,,6.865028848
3224,North Korea,2013,,9.720640052
3225,Northern Mariana Islands,1990,,0.0
3226,Northern Mariana Islands,1993,,1.404451266
3227,Northern Mariana Islands,1994,,1.395552475
3228,Northern Mariana Islands,1995,,2.086303418
3229,Northern Mariana Islands,1999,,4.31835412
3230,Northern Mariana Islands,2000,,4.383785837
3231,Northern Mariana Islands,2001,,19.18130694
3232,Northern Mariana Islands,2002,,25.01788347
3233,Northern Mariana Islands,2003,,27.55839081
3234,Northern Mariana Islands,2004,,30.95414481
3235,Norway,1990,,4.641759278
3236,Norway,1991,,5.499831432000001
3237,Norway,1992,,6.601743926
3238,Norway,1993,,8.618026798999999
3239,Norway,1994,,13.57681303
3240,Norway,1995,,22.50808984
3241,Norway,1996,,28.76103723
3242,Norway,1997,,37.99635075
3243,Norway,1998,,46.66552105
3244,Norway,1999,,59.64444389
3245,Norway,2000,52.0,71.77887831
3246,Norway,2001,64.0,79.58406308
3247,Norway,2002,72.84,83.54187575
3248,Norway,2003,78.13,89.05301366
3249,Norway,2004,77.69,98.61186058
3250,Norway,2005,81.99,102.81258840000001
3251,Norway,2006,82.55,104.2820191
3252,Norway,2007,86.93,106.7054572
3253,Norway,2008,90.57,109.0680027
3254,Norway,2009,92.08,110.73128229999999
3255,Norway,2010,93.39,114.47554009999999
3256,Norway,2011,93.49,115.81172930000001
3257,Norway,2012,94.65,116.092253
3258,Norway,2013,95.05,116.268422
3259,Oman,1990,,0.150820147
3260,Oman,1991,,0.194797341
3261,Oman,1992,,0.24018282600000002
3262,Oman,1993,,0.274767211
3263,Oman,1994,,0.32006698100000003
3264,Oman,1995,,0.37371205799999996
3265,Oman,1996,,0.6893388690000001
3266,Oman,1997,,2.433734685
3267,Oman,1998,,4.513768144
3268,Oman,1999,,5.570166372999999
3269,Oman,2000,3.52,7.388707592
3270,Oman,2001,5.89,14.425922
3271,Oman,2002,6.87,20.05710427
3272,Oman,2003,7.26,24.86270055
3273,Oman,2004,6.76,32.72238932
3274,Oman,2005,6.68,52.85698711
3275,Oman,2006,8.3,71.15818396
3276,Oman,2007,16.68,97.28614462
3277,Oman,2008,20.0,124.1303432
3278,Oman,2009,26.8,149.08858590000003
3279,Oman,2010,35.83,164.3422859
3280,Oman,2011,48.0,158.9952836
3281,Oman,2012,60.0,159.25134
3282,Oman,2013,66.45,154.64590780000003
3283,Pakistan,1990,,0.001800328
3284,Pakistan,1991,,0.007441181
3285,Pakistan,1992,,0.011509801000000002
3286,Pakistan,1993,,0.013296023999999998
3287,Pakistan,1994,,0.019977168
3288,Pakistan,1995,,0.032334152000000005
3289,Pakistan,1996,,0.052303248
3290,Pakistan,1997,,0.101070011
3291,Pakistan,1998,,0.142990386
3292,Pakistan,1999,,0.188940993
3293,Pakistan,2000,,0.213090946
3294,Pakistan,2001,1.32,0.505665777
3295,Pakistan,2002,2.58,1.13467446
3296,Pakistan,2003,5.04,1.5774835390000002
3297,Pakistan,2004,6.16,3.2374237
3298,Pakistan,2005,6.33,8.084502503
3299,Pakistan,2006,6.5,21.44519233
3300,Pakistan,2007,6.8,38.34402045
3301,Pakistan,2008,7.0,52.7038814
3302,Pakistan,2009,7.5,55.46464341
3303,Pakistan,2010,8.0,57.28341989
3304,Pakistan,2011,9.0,61.81345992
3305,Pakistan,2012,9.96,67.06360938
3306,Pakistan,2013,10.9,70.13037598
3307,Palau,2002,20.24,12.55683269
3308,Palau,2003,21.6,19.91878173
3309,Palau,2004,26.97,19.81317849
3310,Palau,2005,,30.39634299
3311,Palau,2006,,41.70497701
3312,Palau,2007,,53.14146535
3313,Palau,2008,,57.67747676
3314,Palau,2009,,62.64254817
3315,Palau,2010,,70.89399121
3316,Palau,2011,,74.95389692
3317,Palau,2012,,82.63949118
3318,Palau,2013,,85.78736017
3319,Palestine,1994,,0.0
3320,Palestine,2000,1.11,0.220809518
3321,Palestine,2001,1.84,5.3451188169999995
3322,Palestine,2002,3.1,7.480269311
3323,Palestine,2003,4.13,7.707200452
3324,Palestine,2004,4.4,12.5117523
3325,Palestine,2005,16.01,15.94401571
3326,Palestine,2006,18.41,22.58418848
3327,Palestine,2007,21.18,27.42174925
3328,Palestine,2008,24.36,34.43060748
3329,Palestine,2009,32.23,45.98834706
3330,Palestine,2010,37.4,64.88063436
3331,Palestine,2011,41.08,70.1221307
3332,Palestine,2012,43.4,74.30363013
3333,Palestine,2013,46.6,73.74053318
3334,Panama,1990,,0.0
3335,Panama,1991,,0.0
3336,Panama,1992,,0.0
3337,Panama,1993,,0.0
3338,Panama,1994,,0.0
3339,Panama,1995,,0.0
3340,Panama,1996,,0.248709818
3341,Panama,1997,,0.816973446
3342,Panama,1998,,2.92806246
3343,Panama,1999,,7.779308778
3344,Panama,2000,6.55,13.4345747
3345,Panama,2001,7.27,15.24642626
3346,Panama,2002,8.52,16.54407022
3347,Panama,2003,9.99,21.36524721
3348,Panama,2004,11.14,38.14169619
3349,Panama,2005,11.48,51.9541559
3350,Panama,2006,17.35,63.42264232
3351,Panama,2007,22.29,86.23906269999999
3352,Panama,2008,33.82,110.18061170000001
3353,Panama,2009,39.08,167.7804586
3354,Panama,2010,40.1,180.69920349999998
3355,Panama,2011,42.7,180.0781064
3356,Panama,2012,40.3,163.4167491
3357,Panama,2013,44.03,162.9742998
3358,Papua New Guinea,1990,,0.0
3359,Papua New Guinea,1991,,0.0
3360,Papua New Guinea,1992,,0.0
3361,Papua New Guinea,1993,,0.0
3362,Papua New Guinea,1994,,0.0
3363,Papua New Guinea,1995,,0.0
3364,Papua New Guinea,1996,,0.047200797
3365,Papua New Guinea,1997,,0.077592785
3366,Papua New Guinea,1998,,0.108883976
3367,Papua New Guinea,1999,,0.13468955300000002
3368,Papua New Guinea,2000,0.84,0.1591307
3369,Papua New Guinea,2001,0.9,0.193876721
3370,Papua New Guinea,2002,1.32,0.265005167
3371,Papua New Guinea,2003,1.37,0.301552461
3372,Papua New Guinea,2004,1.51,0.812159649
3373,Papua New Guinea,2005,1.72,1.230323235
3374,Papua New Guinea,2006,1.75,1.601076692
3375,Papua New Guinea,2007,1.79,4.689241614
3376,Papua New Guinea,2008,1.15,13.34172509
3377,Papua New Guinea,2009,1.61,21.14216485
3378,Papua New Guinea,2010,1.28,27.83340587
3379,Papua New Guinea,2011,2.0,34.22227108
3380,Papua New Guinea,2012,3.5,37.7981892
3381,Papua New Guinea,2013,6.5,40.97654202
3382,Paraguay,1990,,0.0
3383,Paraguay,1991,,0.0
3384,Paraguay,1992,,0.033550037000000005
3385,Paraguay,1993,,0.07399501
3386,Paraguay,1994,,0.16326722
3387,Paraguay,1995,,0.329186723
3388,Paraguay,1996,,0.669014665
3389,Paraguay,1997,,1.6776628869999999
3390,Paraguay,1998,,4.512424467
3391,Paraguay,1999,,8.312677792
3392,Paraguay,2000,0.75,15.34151749
3393,Paraguay,2001,1.1,21.05987579
3394,Paraguay,2002,1.79,29.92114508
3395,Paraguay,2003,2.11,31.15515588
3396,Paraguay,2004,3.45,30.19071933
3397,Paraguay,2005,7.91,31.96046184
3398,Paraguay,2006,7.96,53.74829108
3399,Paraguay,2007,11.21,76.63906251
3400,Paraguay,2008,14.27,92.86007628
3401,Paraguay,2009,18.9,88.51898491
3402,Paraguay,2010,19.8,91.65810722
3403,Paraguay,2011,24.76,99.32993534
3404,Paraguay,2012,29.34,101.5901938
3405,Paraguay,2013,36.9,103.6899605
3406,Peru,1990,,0.0075785290000000005
3407,Peru,1991,,0.025660234
3408,Peru,1992,,0.095145118
3409,Peru,1993,,0.157267207
3410,Peru,1994,,0.222020353
3411,Peru,1995,,0.307206643
3412,Peru,1996,,0.824805564
3413,Peru,1997,,1.701558964
3414,Peru,1998,,2.9461950710000004
3415,Peru,1999,,3.956483268
3416,Peru,2000,3.08,4.899434925
3417,Peru,2001,7.58,6.799862189
3418,Peru,2002,8.97,8.630568103
3419,Peru,2003,11.6,10.82372419
3420,Peru,2004,14.1,14.93424737
3421,Peru,2005,17.1,20.13959315
3422,Peru,2006,20.7,32.53576937
3423,Peru,2007,25.2,54.42326978
3424,Peru,2008,30.57,73.19257415
3425,Peru,2009,31.4,85.36705031
3426,Peru,2010,34.77,99.49532906
3427,Peru,2011,36.01,109.61181450000001
3428,Peru,2012,38.2,98.00011004
3429,Peru,2013,39.2,98.08298127
3430,Philippines,1990,,0.0
3431,Philippines,1991,,0.054508405
3432,Philippines,1992,,0.08622617199999999
3433,Philippines,1993,,0.153945411
3434,Philippines,1994,,0.252609789
3435,Philippines,1995,,0.70950518
3436,Philippines,1996,,1.347232983
3437,Philippines,1997,,1.84611551
3438,Philippines,1998,,2.330392072
3439,Philippines,1999,,3.7490854469999997
3440,Philippines,2000,1.98,8.311919376
3441,Philippines,2001,2.52,15.33355244
3442,Philippines,2002,4.33,19.00223229
3443,Philippines,2003,4.86,27.24973903
3444,Philippines,2004,5.24,39.1016922
3445,Philippines,2005,5.4,40.52493944
3446,Philippines,2006,5.74,49.06786375
3447,Philippines,2007,5.97,64.52260075
3448,Philippines,2008,6.22,75.37478912
3449,Philippines,2009,9.0,82.26097224
3450,Philippines,2010,25.0,88.98361743
3451,Philippines,2011,29.0,99.09141423
3452,Philippines,2012,36.24,105.45109850000001
3453,Philippines,2013,37.0,104.5023215
3454,Poland,1990,,0.0
3455,Poland,1991,,0.0
3456,Poland,1992,,0.005724678
3457,Poland,1993,,0.040871324
3458,Poland,1994,,0.10126150199999999
3459,Poland,1995,,0.19490695600000002
3460,Poland,1996,,0.563666011
3461,Poland,1997,,2.111734246
3462,Poland,1998,,5.017180998
3463,Poland,1999,,10.30601103
3464,Poland,2000,7.29,17.59256113
3465,Poland,2001,9.9,26.11177828
3466,Poland,2002,21.15,36.306876700000004
3467,Poland,2003,24.87,45.49288418
3468,Poland,2004,32.53,60.42064117
3469,Poland,2005,38.81,76.339145
