County,Town,Date/Time,Distance,Name,Cost,Month,Day,Quarter,Weekday
NH,Milford,"Sat, 9/23 9:30 AM",5K,Hope After Loss 5K,"$20 through 6/30, $25 through 9/21, $30 raceday",9,23,3,6
NL,Norwich,"Sat, 9/23 9:30 AM",1M,Sacred Heart Dash,"$17, $20 raceday",9,23,3,6
H,Rocky Hill,"Sat, 9/23 9:30 AM",5K,Hoof it for Haiti - Rocky Hill,"$25, $10 kids 12 and under",9,23,3,6
NL,Lisbon,"Sat, 9/23 10:00 AM",3.5M,Lisbon Fall Festival Road Race,"$10, $15 raceday",9,23,3,6
F,Stratford,"Sat, 9/23 10:00 AM",5K,Tommy Mac Run,"$27 through 9/20, $30 afterwards; Ages 18 & under - $15",9,23,3,6
L,Woodbury,"Sat, 9/23 11:00 AM",5K Obstacle,Catalyst Viking Run,"$89 before 6/15, $99 before 7/17, $109 before 8/15, $120 after 8/20",9,23,3,6
H,East Hartford,"Sun, 9/24 8:30 AM",5K,Believe 208 - Run For the Brace & Finest 5K,"$20 through 9/11, $30 through 9/21, $35 raceday; Ages 0-13 - $20",9,24,3,7
F,Stamford,"Sun, 9/24 9:00 AM",5K,Miles for a Mission,"$25 through 8/15, $35 through 9/23, $40 afterwards; Age 18 & under - $20",9,24,3,7
L,Washington,"Sun, 9/24 9:00 AM",10K,SRTS - Macricostas 10K,"$30 through 7/31, $35 through 8/31, $40 afterwards; Discount available for series",9,24,3,7
L,Washington,"Sun, 9/24 9:30 AM",5K,SRTS - Macricostas 10K,"$20 through 7/31, $25 through 8/31, $30 afterwards; Discount available for series",9,24,3,7
H,Farmington,"Sun, 9/24 9:30 AM",5K,Amped Fitness Annual 5K,.$25,9,24,3,7
NH,Orange,"Sun, 9/24 9:30 AM",5K,Eli's Resturant 5K,"$26 through 7/23, $27 through 9/23, $30 raceday",9,24,3,7
NH,MIddlebury,"Sun, 9/24 9:55 AM",5K,Pies and Pints TaTa Trot,"$25, $30 raceday",9,24,3,7
F,Fairfield,"Sun, 9/24 10:00 AM",5K,Bigelow Tea Community Challenge,"$20 (+2.50) through 9/16, $25 (+2.50) afterwards",9,24,3,7
L,Norfolk,"Sun, 9/24 12:00 PM",10K,Norfolk Land Trust Trail Races,$15 [100 RUNNER LIMIT],9,24,3,7
L,Norfolk,"Sun, 9/24 12:30 PM",5K,Norfolk Land Trust Trail Races,$15 [100 RUNNER LIMIT],9,24,3,7
H,Simsbury,"Sun, 9/24 12:30 PM",5K,Run Back to School 5K,$20 (+2.95); Family of 4 - $80 (+6.05),9,24,3,7
H,Farmington,"Sun, 9/24 1:00 PM",5K,Farmington Rotary 5K,.$30,9,24,3,7
W,Killingly,"Sun, 9/24 5:30 PM",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,9,24,3,7
NH,Middlebury,"Thu, 9/28 5:00 PM",5K,Timex 5K Fun Run,.$20,9,28,3,4
H,Burlington,"Sat, 9/30 8:00 AM",5K Obstacle,Chase Race,"$55 through 7/31, $65 through 8/31, $75 after [COMPETITIVE WAVE ONLY]",9,30,3,6
L,Roxbury,"Sat, 9/30 8:30 AM",7.25M,Roxbury Road Race Series,"$5, or $50 membership for the year",9,30,3,6
L,Colebrook,"Sat, 9/30 9:00 AM",13.1M,Hogsback Half Marathon,"$35 (+3.50) through 10/31/16, $45 (+3.50) through 4/30, $50 (+3.50) through 6/30, $55 (+4.30) through 7/31, $60 (+4.60) through 8/31, $70 (+5.20) afterwards",9,30,3,6
W,Plainfield,"Sat, 9/30 9:00 AM",5K,March for Matthew,.$20,9,30,3,6
NL,Waterford,"Sat, 9/30 9:00 AM",5K,The 5K Foot Pursuit,.$25,9,30,3,6
NH,Prospect,"Sat, 9/30 9:30 AM",5K,Prospect Lions 5K,.$25,9,30,3,6
W,Pomfret,"Sat, 9/30 10:00 AM",5K,Abolish Breast Cancer Race/Walk,"$20 through 9/15, $25 afterwards; Youth - $5 off",9,30,3,6
L,Warren,"Sat, 9/30 10:00 AM",5K,Cider Run,.$23.50,9,30,3,6
T,Tolland,"Sat, 9/30 10:30 AM",5K,Cider Mill Road Race,.$25,9,30,3,6
F,Ridgefield,"Sun, 10/1 7:45 AM",13.1M,Pamby Ridgefield Half Marathon,"$45 (+3.00) through 7/31, $50 (+3.00) through 8/27, $55 (+3.30) through 9/30, $65 (+3.90) raceday; Early Start is 30 minutes earlier",10,1,4,7
W,Ashford,"Sun, 10/1 8:00 AM",26.4M,Nipmuck Trail Marathon,.$45,10,1,4,7
F,Stamford,"Sun, 10/1 8:00 AM",5K,MarcUS For Change,.$25,10,1,4,7
H,Southington,"Sun, 10/1 8:30 AM",5M,Apple Harvest Festival Road Races,"$25, $29 raceday; Military - $20",10,1,4,7
H,Southington,"Sun, 10/1 8:30 AM",5K,Apple Harvest Festival Road Races,"$25, $29 raceday; Military - $20",10,1,4,7
F,Monroe,"Sun, 10/1 9:00 AM",5K,Monroe Trail Run,"$20 by 9/30, $25 raceday",10,1,4,7
H,Simsbury,"Sun, 10/1 9:30 AM",6K,Vie For the Kids,"$25, $20 17 and under",10,1,4,7
NL,Waterford,"Sun, 10/1 9:30 AM",5K,Strides 10K Road Race,$20; Ages under 10 - $5; Family of 4 - $35,10,1,4,7
NL,Waterford,"Sun, 10/1 9:30 AM",10K,Strides 5K Road Race,$20; Ages under 10 - $5; Family of 4 - $35,10,1,4,7
NL,Stonington,"Sun, 10/1 10:00 AM",5K,Path of Hope 5K,.$25,10,1,4,7
W,Killingly,"Sun, 10/1 5:30 PM",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,10,1,4,7
NH,Hamden,"Sat, 10/7 8:00 AM",10K,Rail Trail 10K Race,"$35 through 8/5, $40 through 10/5, $45 raceday",10,7,4,6
NH,Meriden,"Sat, 10/7 8:00 AM",10K,Run for the Arc,.$35,10,7,4,6
NH,Meriden,"Sat, 10/7 8:00 AM",5K,Run for the Arc,.$25,10,7,4,6
H,South Windsor,"Sat, 10/7 8:00 AM",5K,Running for Peace,$20 (+2.95); Under 18 - $10 (+2.95),10,7,4,6
F,Redding,"Sat, 10/7 8:15 AM",5K,5K Trail Run,$25; $100 for team of 5,10,7,4,6
L,Roxbury,"Sat, 10/7 8:30 AM",3.52M,Roxbury Road Race Series,"$5, or $50 membership for the year",10,7,4,6
F,Bridgeport,"Sat, 10/7 9:00 AM",5K,Habitat 5K Run For Home & Workboot Challenge,"$25, $10 for 13 and under",10,7,4,6
NH,Seymour,"Sat, 10/7 9:00 AM",5K,Pounding the Pavement for Pink,"$25 (+2.50) through 7/31, $30 (+2.50) through 8/31, $40 (+3.00) afterwards; Ages under 6 - Free;
 Ages 7-17 - $15 (+2.50) through 7/31, $20 (+2.50) through 8/31, $25 (+3.00) afterwards",10,7,4,6
T,Andover,"Sat, 10/7 10:00 AM",5M,Andover 5 Mile Lake Race,"$20 through 9/28, $25 raceday",10,7,4,6
M,East Hampton,"Sat, 10/7 10:00 AM",5K,Benny's Run,"$25 through 9/1, $30 through 10/6; Ages 8-12 - $5; Ages 7 & under - Free",10,7,4,6
NH,New Haven,"Sat, 10/7 10:00 AM",5K,ANDA! For Haven Free Clinic 5K Run,$25; Ages 18 & under - Free,10,7,4,6
L,Winchester,"Sat, 10/7 10:00 AM",10K,Highland Lake 10K,.$20,10,7,4,6
T,Mansfield,"Sat, 10/7 12:00 PM",5K,SAPTA 5K,$25; Uconn students - $10,10,7,4,6
F,Wilton,"Sun, 10/8 8:30 AM",5K,Circle of Care 5K,.$30,10,8,4,7
NH,Hamden,"Sun, 10/8 9:00 AM",5K,Run for XLH,"$20 though 10/6, ?? Afterwards",10,8,4,7
NH,Wallingford,"Sun, 10/8 9:00 AM",10K,Fishbein/ Wallingford YMCA Road Race,"$30, $15 for 19 and under",10,8,4,7
NH,Wallingford,"Sun, 10/8 9:00 AM",5K,Fishbein/ Wallingford YMCA Road Race,"$30, $15 for 19 and under",10,8,4,7
F,Bridgeport,"Sun, 10/8 10:00 AM",5K,Purple Knight 5K,$25; UB Student/Employee - $10; Child under 18 - Free,10,8,4,7
NH,Southbury,"Sun, 10/8 10:00 AM",5K,Southbury Fall Classic 5K Trail Run,"$25, $35 raceday",10,8,4,7
NH,West Haven,"Sun, 10/8 10:00 AM",5K,Autumn on the Sound,"$22 before 9/30,  $27 afterwards",10,8,4,7
F,Sherman,"Sun, 10/8 10:15 AM",10K,Run for the Farm,TBD,10,8,4,7
F,Sherman,"Sun, 10/8 10:15 AM",5K,Run for the Farm,TBD,10,8,4,7
M,East Haddam,"Sun, 10/8 11:00 AM",5K,Ride or Stride,.$25,10,8,4,7
W,Killingly,"Sun, 10/8 5:30 PM",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,10,8,4,7
H,Hartford,"Sat, 10/14 8:00 AM",26.2M,Hartford Marathon,"$95 through 1/1, $105 through 7/15, $115 through 9/27, $125 afterwards; Ages 16-22 - $5 off [2600 RUNNER LIMIT] [NO RACE DAY REGISTRATION or PACKET PICKUP]",10,14,4,6
H,Hartford,"Sat, 10/14 8:00 AM",13.1M,Hartford Marathon,"$70 through 1/1, $80 through 7/15, $90 through 9/27, $100 afterwards; Ages 12-22 - $5 off [6700 RUNNER LIMIT] [NO RACE DAY REGISTRATION or PACKET PICKUP]",10,14,4,6
H,Hartford,"Sat, 10/14 8:00 AM",5K,Hartford Marathon,"$25 through 1/1, $30 through 7/15, $35 through 9/27, $38 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 9/27, $20 afterwards [2700 RUNNER LIMIT] [NO RACE DAY REGISTRATION or PACKET PICKUP]",10,14,4,6
L,Roxbury,"Sat, 10/14 8:30 AM",5M,Roxbury Road Race Series,"$5, or $50 membership for the year",10,14,4,6
NH,Milford,"Sat, 10/14 9:00 AM",5K,Running for Water in Africa,"$25 (+2.50), $30 raceday; Ages 18 & under - $15; Ages 70+ - $15",10,14,4,6
F,Norwalk,"Sat, 10/14 9:00 AM",13.1M,SoNo Half Marathon & 5K,$55; Ages 18 & under - $50,10,14,4,6
NL,Norwich,"Sat, 10/14 9:00 AM",5K,East Great Plain Vol. FD 5K,"$25, $17 ages 11-17, $10 ages 10 and under",10,14,4,6
F,Stamford,"Sat, 10/14 9:00 AM",5K,Run For Waterside,.$25,10,14,4,6
F,Norwalk,"Sat, 10/14 9:10 AM",5K,SoNo Half Marathon & 5K,$35; Ages 18 & under - $30,10,14,4,6
F,Bridgeport,"Sat, 10/14 10:00 AM",5K,CES Fall Classic 5K,.$25,10,14,4,6
NL,Stonington,"Sat, 10/14 10:00 AM",5K,St. Michael's School,"$20 through 9/30, $30 afterwards; Family rate - $70",10,14,4,6
H,South Windsor,"Sat, 10/14 11:00 AM",5K,Witch Way 5K,.$40,10,14,4,6
L,Cornwall,"Sat, 10/14 12:00 PM",5K,Run & Wag 5K,.$25,10,14,4,6
NL,Waterford,"Sun, 10/15 9:00 AM",4.25M,Waterford Lancer 4-1/4 Miler,.$20,10,15,4,7
F,Fairfield,"Sun, 10/15 9:00 AM",5K,Cancer Care 5K,.$30,10,15,4,7
F,Greenwich,"Sun, 10/15 9:00 AM",5K,Abilis 5K,.$35,10,15,4,7
M,Killingworth,"Sun, 10/15 9:00 AM",30K,Chatfield Hollow State Park Challenge,"$60 through 7/31, $65 afterwards",10,15,4,7
M,Killingworth,"Sun, 10/15 9:00 AM",20K,Chatfield Hollow State Park Challenge,"$50 through 7/31, $55 afterwards",10,15,4,7
M,Killingworth,"Sun, 10/15 9:00 AM",10K,Chatfield Hollow State Park Challenge,"$45 through 7/31, $50 afterwards",10,15,4,7
M,Killingworth,"Sun, 10/15 9:00 AM",5K,Chatfield Hollow State Park Challenge,"$40 through 7/31, $45 afterwards",10,15,4,7
T,Union,"Sun, 10/15 9:00 AM",5K,Strides for Scholars,"$25, $30 raceday",10,15,4,7
F,Wilton,"Sun, 10/15 9:00 AM",5K,"WNC ""Where the Wild Things Run""","$25, $30 raceday, $15 for under 14",10,15,4,7
F,Shelton,"Sun, 10/15 9:00 AM",5K,Moving with HOPE Halloween 5k,.$25,10,15,4,7
H,Glastonbury,"Sun, 10/15 9:30 AM",5K,Angry Orchard 5K at Apple Harvest Festival,.$30,10,15,4,7
NH,Guilford,"Sun, 10/15 10:30 AM",5K,Run for the Cove,"$25, $30 raceday",10,15,4,7
T,Mansfield,"Sun, 10/15 12:00 PM",3M,Fall For Nature Trail Run,"$5 through 9/30, $10 raceday",10,15,4,7
W,Killingly,"Sun, 10/15 5:30 PM",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,10,15,4,7
L,Roxbury,"Sat, 10/21 8:30 AM",11M,Roxbury Road Race Series,"$5, or $50 membership for the year",10,21,4,6
M,East Hampton,"Sat, 10/21 9:00 AM",5K,Thunderpants 5K,.$35,10,21,4,6
NH,Milford,"Sat, 10/21 9:00 AM",5K,Fighting Angel 5K,"$35, $40 raceday",10,21,4,6
W,Pomfret,"Sat, 10/21 9:00 AM",20M,Tackle the Trail,$100 [NO RACEDAY REGISTRATION] [75 Indiv and 75 Team Runner Limit],10,21,4,6
L,Litchfield,"Sat, 10/21 9:00 AM",2K,Litchfield Cross Country Challenge Kids Race,"$15 by 10/17,  $20 raceday,  Kids 10 and under only",10,21,4,6
M,Essex,"Sat, 10/21 9:15 AM",5K,Ivoryton Pumpkin Run,"$20 through 10/19, $25 raceday",10,21,4,6
L,Litchfield,"Sat, 10/21 9:30 AM",5K,Litchfield Cross Country Challenge Kids Race,"$15 by 10/17,  $20 raceday",10,21,4,6
H,Rocky Hill,"Sun, 10/22 12:00 AM",5K,Rocky Hill Education Foundation,CANCELLED,10,22,4,7
NH,Wolcott,"Sat, 10/21 11:00 AM",3.5M,Wolcott Lions Club Dam 3.5 Mile Race,.$25,10,21,4,6
NH,Meriden,"Sat, 10/21 4:30 PM",5K,Loredana Nesci Memorial 5K,"$25, $30 raceday",10,21,4,6
NH,Guilford,"Sun, 10/22 8:00 AM",50K,Bimblers Bluff 50K,"$50 through 5/29, $55 throuogh 8/31; $65 through 10/11",10,22,4,7
H,Hartford,"Sun, 10/22 9:00 AM",5K,Michael Walsh 5K,"$25 through 6/30, $30 through 10/21, $35 raceday",10,22,4,7
T,Mansfield,"Sun, 10/22 9:00 AM",5K,Huskies Forever,"$25 through 9/29, $30 afterwards; Students - $5 off [Ages 9+ only]",10,22,4,7
NH,New Haven,"Sun, 10/22 9:00 AM",5K Obstacle,Denali's Run the Gauntlet,"$45 Adult, $30 student",10,22,4,7
F,Trumbull,"Sun, 10/22 9:30 AM",5K,Great Pumpkin Classic,$19.91 (+2.50) through 5/30; $25 (+2.50) through 10/18 ; Ages 1-18 - $15 (2.50); Ages 70+ Free,10,22,4,7
H,Bristol,"Sun, 10/22 10:00 AM",8K,Bristol Mum-A-Thon,"$22, $25 raceday",10,22,4,7
NH,Waterbury,"Sun, 10/22 1:30 PM",5K,SVDP Race for Awareness,"$25, $30 after 10/19",10,22,4,7
W,Killingly,"Sun, 10/22 5:30 PM",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,10,22,4,7
M,Essex,"Sat, 10/28 7:30 AM",13.1M,Essex Steam Train Half Marathon,$75; Relay - $85[RELAY ELIGIBILIT EXEMPTION FOR 2017 ONLY],10,28,4,6
F,Stamford,"Sat, 10/28 8:00 AM",5K,Monster Dash 5K,$25; Ages 5 to 18 - $12; Ages 4 & under - Free,10,28,4,6
H,Canton,"Sat, 10/28 8:30 AM",5K,Collinsville Trick or Trot,"$25, $30 raceday",10,28,4,6
L,Roxbury,"Sat, 10/28 8:30 AM",4.3M,Roxbury Road Race Series,"$5, or $50 membership for the year",10,28,4,6
H,Hartland,"Sat, 10/28 9:00 AM",5K,Hartland Harvest Run,"$20, $25 raceday",10,28,4,6
NH,Milford,"Sat, 10/28 9:00 AM",5K,Trick or Trot,"$27 (+2.50), $30 raceday",10,28,4,6
NH,Cheshire,"Sat, 10/28 9:30 AM",5K,Ives Farm Tractor Trot,.$35,10,28,4,6
NH,Meriden,"Sat, 10/28 9:30 AM",10K,Dan M. Hunter Storm the Castle,"$25, $30 raceday",10,28,4,6
NH,Meriden,"Sat, 10/28 9:30 AM",5K,Dan M. Hunter Storm the Castle,"$25, $30 raceday",10,28,4,6
H,Hartford,"Sat, 10/28 10:00 AM",5K,Run For Kids' Sake 5K,"$25 9+2.50) through 9/15, $30 (+2.50) through 10/13; $35 (+3.00) through 10/27)",10,28,4,6
F,Weston,"Sun, 10/29 8:30 AM",5K,The Reservoir Run,"$25 (+2.50) through 9/14, $30 + (2.50) through 10/24;
 Ages 5-18 - $20 (+2.50) through 9/14, $25 (+2.50) through 10/24
 Teams of 10+ - $20 (+2.50) through 10/1",10,29,4,7
F,Weston,"Sun, 10/29 8:40 AM",13.1M,The Reservoir Run,"$45 (+3.00) through 7/14, $50 + (3.00) through 9/15, $60 + (3.60) through 10/24;
 Ages 14-18 - $25 (+2.50) through 9/14, $30 (+2.50) through 10/24",10,29,4,7
H,Glastonbury,"Sun, 10/29 9:00 AM",3.33M,The Devil Made Me Do It,.$25,10,29,4,7
H,Glastonbury,"Sun, 10/29 9:00 AM",6.66M,The Devil Made Me Do It,.$25,10,29,4,7
NH,New Haven,"Sun, 10/29 9:00 AM",4M,Knights of St. Patrick Race,"$20, $25 raceday",10,29,4,7
F,Norwalk,"Sun, 10/29 9:00 AM",5K,Rowayton Monster Dash & 5K Run,"$30 (+2.50) through 10/20, $35 (+3.00) through 10/29; Ages 6-13 - $15 off",10,29,4,7
L,Washington,"Sun, 10/29 9:00 AM",15K,SRTS - Hidden Valley Preserve,"$40 though 7/31, $45 through 9/30, $50 raceday; Discount available for series",10,29,4,7
F,Greenwich,"Sun, 10/29 9:30 AM",5M,BeachFront BushWhack,TBD,10,29,4,7
W,Killingly,"Sun, 10/29 9:30 AM",3M,Tricky Trail Run,"$20, $25 raceday; Students - $15",10,29,4,7
L,Washington,"Sun, 10/29 9:30 AM",5K,SRTS - Hidden Valley Preserve,"$20 though 7/31, $25 through 9/30, $30 raceday; Discount available for series",10,29,4,7
F,Brookfield,"Sun, 10/29 10:00 AM",5K,Halloween Run,TBD,10,29,4,7
H,Burlington,"Sun, 10/29 10:00 AM",5K,Burlington 5K Run,$25; Students - $15; Family - $50 (up to 4 members),10,29,4,7
M,Middletown,"Sun, 10/29 10:00 AM",5K,CT Law Enforcement Officers Memorial Run,"$25, under 14 $15",10,29,4,7
W,Plainfield,"Sun, 10/29 11:00 AM",5K,Plainfield Music Boosters Cattle Run,.$25,10,29,4,7
T,Columbia,"Sun, 10/29 12:00 PM",5K,Columbia Autumn Classic,.$15,10,29,4,7
L,Kent,"Sun, 10/29 12:00 PM",5M,Kent Pumpkin Run,.$10,10,29,4,7
M,Haddam,"Sun, 10/29 1:00 PM",5K,Pumpkin Run/Walk,"$25 through 1/1, $30 through 10/18, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 10/18, $20 afterwards",10,29,4,7
F,New Canaan,"Sun, 10/29 3:00 PM",5K,Pumpkin Chase,"$14 by 10/23,  $17 race week, $20 raceday",10,29,4,7
L,Roxbury,"Sat, 11/4 8:30 AM",3.9M,Roxbury Road Race Series,$5 contribution per runner,11,4,4,6
T,Ellington,"Sat, 11/4 9:00 AM",5K,Fall Family Festival,$20; Ages 17 & under - $15; Team of 4 - $75,11,4,4,6
T,Ellington,"Sat, 11/4 9:00 AM",3K Youth,Fall Family Festival,.$10,11,4,4,6
NH,Guilford,"Sat, 11/4 9:00 AM",5K,APK 5K,.$25,11,4,4,6
NL,New London,"Sat, 11/4 9:00 AM",5K,Heroes for Scholarship 5K,.$20,11,4,4,6
T,Hebron,"Sat, 11/4 9:00 AM",13.1M,Airline Trail Ghost Run,.$34,11,4,4,6
T,Coventry,"Sat, 11/4 10:00 AM",4M,Connecticut Veterans Day Patriot Race,"$30 through 10/1, $35 afterwards",11,4,4,6
F,Stratford,"Sat, 11/4 10:00 AM",5K,Vicki Soto Run,.$30,11,4,4,6
NH,Waterbury,"Sat, 11/4 10:00 AM",5K,Sacred Heart HS Veterans' Day 5K Dash,"$20 (+2.50) through 10/30, $25 (+2.50) afterwards; Ages 18 & under - $5 off",11,4,4,6
L,Canaan,"Sat, 11/4 12:00 PM",5K,Cannonball 5K,$20 through 10/12; Ages 14 & under - $15,11,4,4,6
NL,Montville,"Sun, 11/5 1:50 AM",5K,Flashback 5K,"$30, $15 students/military,  Family of 4 $90, Team of 10 $50, Raceday - $35,  Family of 4 -$100",11,5,4,7
H,Glastonbury,"Sun, 11/5 9:00 AM",5K,McKeen Law Race To Fill the Pantry,$20 (+2.50),11,5,4,7
H,Glastonbury,"Sun, 11/5 9:00 AM",2M,McKeen Law Race To Fill the Pantry,$20 (+2.50),11,5,4,7
L,Washington,"Sun, 11/5 9:00 AM",13.1M,SRTS - Steep Rock Half Marathon & 5K,"$50 through 7/31, $55 through 10/15, $60 afterwards; Discount available for series",11,5,4,7
H,Wethersfield,"Sun, 11/5 9:00 AM",5K,Jamie's Run,$26; Ages 12 & under - $18,11,5,4,7
L,Washington,"Sun, 11/5 9:30 AM",5K,SRTS - Steep Rock Half Marathon & 5K,"$20 through 7/31, $25 through 10/15, $30 afterwards; Discount available for series",11,5,4,7
NH,Milford,"Sun, 11/5 10:00 AM",5K,Platt Tech 5K,"$25 through 10/25, $27 afterwards; Ages 70+ - Free",11,5,4,7
M,Portland,"Sun, 11/5 10:00 AM",5K,Movember 5K,"$25 through 1/1, $30 through 11/1, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 11/1, $20 afterwards",11,5,4,7
F,Darien,"Sun, 11/5 11:35 AM",5K,Run with the Saints,"$40, $50 raceday; Ages 11-15 - $20, $25 raceday; Ages 10 and under - $10, $15 raceday [Includes lunch]",11,5,4,7
NL,Groton,"Sun, 11/5 1:30 PM",5.5M,Tarzan Brown Mystic River Run,TBD,11,5,4,7
L,Roxbury,"Sat, 11/11 8:30 AM",13.1M,Roxbury Half Marathon,.$20 [NO RACEDAY REGISTRATION],11,11,4,6
NL,Lebanon,"Sat, 11/11 9:30 AM",5K,Veteran's Day 5K,"$25, $30 race, $20 per person for groups of 5",11,11,4,6
H,East Windsor,"Sat, 11/11 10:00 AM",5K,East Windsor Veterans Day 5K,TBD,11,11,4,6
M,Middlefield,"Sat, 11/11 10:00 AM",3.59M,Sunshine Kids Road Race,"$20, Team of 4 $70",11,11,4,6
NL,New London,"Sat, 11/11 10:00 AM",4.75M,EBAC Fall Challenge,"$15,  $20 raceday",11,11,4,6
H,Manchester,"Sat, 11/11 11:00 AM",5K,Beards & Beers 5K,"$20 (+2.50) through 6/30, $25 (+2.50) through 10/15, $30 (+2.50) through 11/9",11,11,4,6
L,Thomaston,"Sun, 11/12 12:00 AM",5K,Diane Burr Flag Run,TBD,11,12,4,7
H,Southington,"Sun, 11/12 8:00 AM",400 minutes,Fall Flight 400 Ultra and 5K,"$40 through 11/8, $50 raceday",11,12,4,7
H,Southington,"Sun, 11/12 8:05 AM",5K,Fall Flight 400 Ultra and 5K,"$20 through 11/8, $30 raceday",11,12,4,7
NH,Guilford,"Sun, 11/12 8:30 AM",13.2M,Faxon Law Guilford Half Marathon and 5K,"$50 through 8/9, $55 through 9/28, $60 through 11/11; $65 raceday",11,12,4,7
NH,Guilford,"Sun, 11/12 8:35 AM",5K,Faxon Law Guilford Half Marathon and 5K,"$28 through 8/9, $30 through 9/28, $32 through 11/11; $35 raceday",11,12,4,7
F,Fairfield,"Sun, 11/12 9:00 AM",5K,Colony Grill Hot Oil Race,$35 (+3.00); Police/Fire/EMS - $25 (+2.50),11,12,4,7
L,Washington,"Sun, 11/12 10:00 AM",5K,Glenholme 5K,TBD,11,12,4,7
NH,North Haven,"Sun, 11/12 9:30 AM",5K,North Haven Rotary 5K,.$25,11,12,4,7
W,Thompson,"Sun, 11/12 10:05 AM",5K,Turkey Trot 5K Trail Race,"$20 through 10/29, $25 after",11,12,4,7
W,Ashford,"Sun, 11/12 9:00 AM",5K,Ashford Dash,TBD,11,12,4,7
L,Roxbury,"Sat, 11/18 8:30 AM",3.52M,Roxbury Road Race Series,"$5, or $50 membership for the year",11,18,4,6
M,Westbrook,"Sat, 11/18 9:00 AM",5K,Daisy's Trick or Trot,"$25 through 11/15, $30 raceday; $60 max. per household",11,18,4,6
NL,Waterford,"Sat, 11/18 9:30 AM",5K,High School Turkey Trot,"$20 through 11/11, $25 afterwards",11,18,4,6
NH,Cheshire,"Sat, 11/18 10:00 AM",5K,Hot COCO 5K,"$26 through 10/1, $28 through 11/18, $30 raceday; Free if fundraise over $100",11,18,4,6
L,Litchfield,"Sat, 11/18 10:00 AM",13.1M,Hillacious Half,.$50,11,18,4,6
W,Sterling,"Sat, 11/18 10:00 AM",5K,Turkey Can Can,"$20, $25 raceday",11,18,4,6
H,West Hartford,"Sat, 11/18 10:00 AM",8K,HTC 8K Cross Country Grand Prix,TBD,11,18,4,6
F,New Fairfield,"Sun, 11/19 12:00 AM",5K,Run For the Turkeys 5K,TBD,11,19,4,7
NH,Waterbury,"Sun, 11/19 9:00 AM",5K,Fischang-Cicchetti Memorial Road Race,$22 (+2.50),11,19,4,7
NH,Waterbury,"Sun, 11/19 9:00 AM",5M,Fischang-Cicchetti Memorial Road Race,$22 (+2.50),11,19,4,7
W,Scotland,"Sun, 11/19 10:00 AM",4M,Scotland Scoot,.$20,11,19,4,7
F,New Canaan,"Sun, 11/19 11:00 AM",5K,New Canaan Turkey Trot,TBD,11,19,4,7
F,Newtown,"Thu, 11/23 7:45 AM",5K,Newtown Turkey Trot,"$27.50 (+2.51) through 11/2, ?? Afterwards",11,23,4,4
NH,Orange,"Thu, 11/23 8:00 AM",5K,Thanksgiving Day Turkey Trot,.$25,11,23,4,4
F,Redding,"Thu, 11/23 8:00 AM",5K,The Great Turkey Escape,"$29, $35 after 10/31",11,23,4,4
F,Shelton,"Thu, 11/23 8:00 AM",5K,Commodore Hull Thanksgiving Day 5K,$25; HS/Grammar students - $10; Ages 70+ - Free [750 RUNNER LIMIT - Registration ends 11/21 or when limit reached],11,23,4,4
F,Stratford,"Thu, 11/23 8:15 AM",5K,Turkey Trot,"$26 (+2.50) through 9/17, $28 +(2.50) through 9/30, $30 (+2.50) through 11/19; Ages 1-18 - $18 (+2.50) through 9/30, $23 (+2.50) through 11/19",11,23,4,4
L,Roxbury,"Thu, 11/23 8:30 AM",3M,Roxbury Road Race Series,$10contribution per runner,11,23,4,4
NH,Southbury,"Thu, 11/23 8:30 AM",5K,Southbury Turkey Trot,TBD,11,23,4,4
NH,Branford,"Thu, 11/23 9:00 AM",5K,Branford Rotary & YMCA 5K,$25; Ages 12 & under - $16,11,23,4,4
H,Canton,"Thu, 11/23 9:00 AM",5K,O'Briley 5K,TBD,11,23,4,4
NH,Madison,"Thu, 11/23 10:00 AM",5M,Madison Turkey Trot,TBD,11,23,4,4
H,Manchester,"Thu, 11/23 10:00 AM",4.748M,Manchester Road Race,"$27 through 11/5 [online only], $32 afterwards [15,000 RUNNER LIMIT]
[NO RACEDAY REGISTRATION]",11,23,4,4
H,Bristol,"Fri, 11/24 12:00 AM",5K,Run For Love,$20 (+1.39) through ??,11,24,4,5
L,Roxbury,"Sat, 11/25 8:30 AM",2.4M,Roxbury Road Race Series,"$5, or $50 membership for the year",11,25,4,6
F,Trumbull,"Sat, 11/25 9:30 AM",3M+,Cow Chip Cross Country,TBD,11,25,4,6
W,Brooklyn,"Sat, 11/25 9:30 AM",2M,TBD,$45 for all 3,11,25,4,6
NL,Norwich,"Sat, 11/25 11:00 AM",5K,Norwich Winterfest 5K,"$25 through 1/1, $30 through 11/14, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 11/14, $20 afterwards",11,25,4,6
